size,waist,thigh,hem,outseam,model,brand,price,salerate,realprice,modelDetail,sex
80,81.5,61.5,36.4,98.5,1901276989,SPAO,59900,33,39900,스트레치 끝판왕! 진(테이퍼드핏)_SPTJ923C35,M
82,84.0,63.0,37.0,99,1901276989,SPAO,59900,33,39900,스트레치 끝판왕! 진(테이퍼드핏)_SPTJ923C36,M
84,86.5,64.5,37.6,99.5,1901276989,SPAO,59900,33,39900,스트레치 끝판왕! 진(테이퍼드핏)_SPTJ923C37,M
86,89.0,66.0,38.2,100,1901276989,SPAO,59900,33,39900,스트레치 끝판왕! 진(테이퍼드핏)_SPTJ923C38,M
90,94.0,69.0,39.4,100.5,1901276989,SPAO,59900,33,39900,스트레치 끝판왕! 진(테이퍼드핏)_SPTJ923C39,M
76,76.5,54.5,32.2,98.5,1907580786,SPAO,29900,0,29900,[데일리지] 정혁PICK★10부(롤업) 슬림 찰진(청바지)_SPTJ938C11,M
78,79.0,56.0,32.8,99.0,1907580786,SPAO,29900,0,29900,[데일리지] 정혁PICK★10부(롤업) 슬림 찰진(청바지)_SPTJ938C12,M
80,81.5,57.5,33.4,99.5,1907580786,SPAO,29900,0,29900,[데일리지] 정혁PICK★10부(롤업) 슬림 찰진(청바지)_SPTJ938C13,M
82,84.0,59.0,34.0,100.0,1907580786,SPAO,29900,0,29900,[데일리지] 정혁PICK★10부(롤업) 슬림 찰진(청바지)_SPTJ938C14,M
84,86.5,60.5,34.6,100.5,1907580786,SPAO,29900,0,29900,[데일리지] 정혁PICK★10부(롤업) 슬림 찰진(청바지)_SPTJ938C15,M
86,89.0,62.0,35.2,101.0,1907580786,SPAO,29900,0,29900,[데일리지] 정혁PICK★10부(롤업) 슬림 찰진(청바지)_SPTJ938C16,M
90,94.0,65.0,36.4,102.0,1907580786,SPAO,29900,0,29900,[데일리지] 정혁PICK★10부(롤업) 슬림 찰진(청바지)_SPTJ938C17,M
74,74.0,57.0,32.6,89.5,1907619303,SPAO,39900,5,37900,[데일리지] 안 줄여도 돼 Jeans(청바지)_SPTJ949C23,M
76,76.5,58.5,33.2,90.0,1907619303,SPAO,39900,5,37900,[데일리지] 안 줄여도 돼 Jeans(청바지)_SPTJ949C24,M
78,79.0,60.0,33.8,90.5,1907619303,SPAO,39900,5,37900,[데일리지] 안 줄여도 돼 Jeans(청바지)_SPTJ949C25,M
80,81.5,61.5,34.4,91.0,1907619303,SPAO,39900,5,37900,[데일리지] 안 줄여도 돼 Jeans(청바지)_SPTJ949C26,M
82,84.0,63.0,35.0,91.5,1907619303,SPAO,39900,5,37900,[데일리지] 안 줄여도 돼 Jeans(청바지)_SPTJ949C27,M
84,86.5,64.5,35.6,92.0,1907619303,SPAO,39900,5,37900,[데일리지] 안 줄여도 돼 Jeans(청바지)_SPTJ949C28,M
86,89.0,66.0,36.2,92.5,1907619303,SPAO,39900,5,37900,[데일리지] 안 줄여도 돼 Jeans(청바지)_SPTJ949C29,M
90,94.0,69.0,37.4,93.5,1907619303,SPAO,39900,5,37900,[데일리지] 안 줄여도 돼 Jeans(청바지)_SPTJ949C30,M
74,76.0,60.0,40.6,102.0,1908636346,SPAO,39900,5,37900,[데일리지] 롱 세미와이드진(청바지)_SPTJ949C51,M
76,78.5,61.5,41.2,102.5,1908636346,SPAO,39900,5,37900,[데일리지] 롱 세미와이드진(청바지)_SPTJ949C52,M
78,81.0,63.0,41.8,103.0,1908636346,SPAO,39900,5,37900,[데일리지] 롱 세미와이드진(청바지)_SPTJ949C53,M
80,83.5,64.5,42.4,103.5,1908636346,SPAO,39900,5,37900,[데일리지] 롱 세미와이드진(청바지)_SPTJ949C54,M
82,86.0,66.0,43.0,104.0,1908636346,SPAO,39900,5,37900,[데일리지] 롱 세미와이드진(청바지)_SPTJ949C55,M
84,88.5,67.5,43.6,104.5,1908636346,SPAO,39900,5,37900,[데일리지] 롱 세미와이드진(청바지)_SPTJ949C56,M
86,91.0,69.0,44.2,105.0,1908636346,SPAO,39900,5,37900,[데일리지] 롱 세미와이드진(청바지)_SPTJ949C57,M
88,93.5,70.5,44.8,105.5,1908636346,SPAO,39900,5,37900,[데일리지] 롱 세미와이드진(청바지)_SPTJ949C58,M
90,96.0,72.0,45.4,106.0,1908636346,SPAO,39900,5,37900,[데일리지] 롱 세미와이드진(청바지)_SPTJ949C59,M
74,74,55,31.6,95,1908638085,SPAO,39900,0,39900,[데일리지] 10부 슬림 테이퍼드진(청바지)_SPTJ938C91,M
76,76.5,56.5,32.2,95.5,1908638085,SPAO,39900,0,39900,[데일리지] 10부 슬림 테이퍼드진(청바지)_SPTJ938C92,M
78,79,58,32.8,96,1908638085,SPAO,39900,0,39900,[데일리지] 10부 슬림 테이퍼드진(청바지)_SPTJ938C93,M
80,81.5,59.5,33.4,96.5,1908638085,SPAO,39900,0,39900,[데일리지] 10부 슬림 테이퍼드진(청바지)_SPTJ938C94,M
82,84,61,34,97,1908638085,SPAO,39900,0,39900,[데일리지] 10부 슬림 테이퍼드진(청바지)_SPTJ938C95,M
84,86.5,62.5,34.6,97.5,1908638085,SPAO,39900,0,39900,[데일리지] 10부 슬림 테이퍼드진(청바지)_SPTJ938C96,M
86,89,64,35.2,98,1908638085,SPAO,39900,0,39900,[데일리지] 10부 슬림 테이퍼드진(청바지)_SPTJ938C97,M
88,91.5,65.5,35.8,98.5,1908638085,SPAO,39900,0,39900,[데일리지] 10부 슬림 테이퍼드진(청바지)_SPTJ938C98,M
90,94,67,36.4,99,1908638085,SPAO,39900,0,39900,[데일리지] 10부 슬림 테이퍼드진(청바지)_SPTJ938C99,M
76,79.5,61.0,35.2,100.5,1908671102,SPAO,39900,25,29900,[데일리지] 10부 레귤러진(청바지)_SPTJ949C41,M
78,82.0,62.5,35.8,101.0,1908671102,SPAO,39900,25,29900,[데일리지] 10부 레귤러진(청바지)_SPTJ949C42,M
80,84.5,64.0,36.4,101.5,1908671102,SPAO,39900,25,29900,[데일리지] 10부 레귤러진(청바지)_SPTJ949C43,M
82,87.0,65.5,37.0,102.0,1908671102,SPAO,39900,25,29900,[데일리지] 10부 레귤러진(청바지)_SPTJ949C44,M
84,89.5,67.0,37.6,102.5,1908671102,SPAO,39900,25,29900,[데일리지] 10부 레귤러진(청바지)_SPTJ949C45,M
86,92.0,68.5,38.2,103.0,1908671102,SPAO,39900,25,29900,[데일리지] 10부 레귤러진(청바지)_SPTJ949C46,M
90,97.0,71.5,39.4,104.0,1908671102,SPAO,39900,25,29900,[데일리지] 10부 레귤러진(청바지)_SPTJ949C47,M
74,77,61.5,46.6,110.5,1908671103,SPAO,39900,5,37900,[데일리지] 롱 와이드진(청바지)_SPTJ949C52,M
76,79.5,63,47.2,111,1908671103,SPAO,39900,5,37900,[데일리지] 롱 와이드진(청바지)_SPTJ949C53,M
78,82,64.5,47.8,111.5,1908671103,SPAO,39900,5,37900,[데일리지] 롱 와이드진(청바지)_SPTJ949C54,M
80,84.5,66,48.4,112,1908671103,SPAO,39900,5,37900,[데일리지] 롱 와이드진(청바지)_SPTJ949C55,M
82,87,67.5,49,112.5,1908671103,SPAO,39900,5,37900,[데일리지] 롱 와이드진(청바지)_SPTJ949C56,M
84,89.5,69,49.6,113,1908671103,SPAO,39900,5,37900,[데일리지] 롱 와이드진(청바지)_SPTJ949C57,M
86,92,70.5,50.2,113.5,1908671103,SPAO,39900,5,37900,[데일리지] 롱 와이드진(청바지)_SPTJ949C58,M
88,94.5,72,50.8,114,1908671103,SPAO,39900,5,37900,[데일리지] 롱 와이드진(청바지)_SPTJ949C59,M
90,97,73.5,51.4,114.5,1908671103,SPAO,39900,5,37900,[데일리지] 롱 와이드진(청바지)_SPTJ949C60,M
74,74.0,52.0,31.6,94.0,1910745569,SPAO,39900,29,28400,[데일리지] 따뜻하고 편안한 10부 슬림 웜진_SPTJ94VC11,M
76,76.5,53.5,32.2,94.5,1910745569,SPAO,39900,29,28400,[데일리지] 따뜻하고 편안한 10부 슬림 웜진_SPTJ94VC12,M
78,79.0,55.0,32.8,95.0,1910745569,SPAO,39900,29,28400,[데일리지] 따뜻하고 편안한 10부 슬림 웜진_SPTJ94VC13,M
80,81.5,56.5,33.4,95.5,1910745569,SPAO,39900,29,28400,[데일리지] 따뜻하고 편안한 10부 슬림 웜진_SPTJ94VC14,M
82,84.0,58.0,34.0,96.0,1910745569,SPAO,39900,29,28400,[데일리지] 따뜻하고 편안한 10부 슬림 웜진_SPTJ94VC15,M
84,86.5,59.5,34.6,96.5,1910745569,SPAO,39900,29,28400,[데일리지] 따뜻하고 편안한 10부 슬림 웜진_SPTJ94VC16,M
86,89.0,61.0,35.2,97.0,1910745569,SPAO,39900,29,28400,[데일리지] 따뜻하고 편안한 10부 슬림 웜진_SPTJ94VC17,M
88,91.5,62.5,35.8,97.5,1910745569,SPAO,39900,29,28400,[데일리지] 따뜻하고 편안한 10부 슬림 웜진_SPTJ94VC18,M
90,94.0,64.0,36.4,98.0,1910745569,SPAO,39900,29,28400,[데일리지] 따뜻하고 편안한 10부 슬림 웜진_SPTJ94VC19,M
76,76.5,58.0,34.2,100.0,1911821453,SPAO,39900,29,28400,[데일리지] 기모없이 따뜻한 발열 가공 10부 테이퍼드 웜진_SPTJ94VC22,M
78,79.0,59.5,34.8,100.5,1911821453,SPAO,39900,29,28400,[데일리지] 기모없이 따뜻한 발열 가공 10부 테이퍼드 웜진_SPTJ94VC23,M
80,81.5,61.0,35.4,101.0,1911821453,SPAO,39900,29,28400,[데일리지] 기모없이 따뜻한 발열 가공 10부 테이퍼드 웜진_SPTJ94VC24,M
82,84.0,62.5,36.0,101.5,1911821453,SPAO,39900,29,28400,[데일리지] 기모없이 따뜻한 발열 가공 10부 테이퍼드 웜진_SPTJ94VC25,M
84,86.5,64.0,36.6,102.0,1911821453,SPAO,39900,29,28400,[데일리지] 기모없이 따뜻한 발열 가공 10부 테이퍼드 웜진_SPTJ94VC26,M
86,89.0,65.5,37.2,102.5,1911821453,SPAO,39900,29,28400,[데일리지] 기모없이 따뜻한 발열 가공 10부 테이퍼드 웜진_SPTJ94VC27,M
90,94.0,68.5,38.4,103.5,1911821453,SPAO,39900,29,28400,[데일리지] 기모없이 따뜻한 발열 가공 10부 테이퍼드 웜진_SPTJ94VC28,M
76,76.5,54.5,32.2,98.5,1912875320,SPAO,39900,5,37900,[국민상품_데일리지] 슬림진_SPTJA23C11,M
78,79.0,56.0,32.8,99.0,1912875320,SPAO,39900,5,37900,[국민상품_데일리지] 슬림진_SPTJA23C12,M
80,81.5,57.5,33.4,99.5,1912875320,SPAO,39900,5,37900,[국민상품_데일리지] 슬림진_SPTJA23C13,M
82,84.0,59.0,34.0,100.0,1912875320,SPAO,39900,5,37900,[국민상품_데일리지] 슬림진_SPTJA23C14,M
84,86.5,60.5,34.6,100.5,1912875320,SPAO,39900,5,37900,[국민상품_데일리지] 슬림진_SPTJA23C15,M
86,89.0,62.0,35.2,101.0,1912875320,SPAO,39900,5,37900,[국민상품_데일리지] 슬림진_SPTJA23C16,M
90,94.0,65.0,36.4,102.0,1912875320,SPAO,39900,5,37900,[국민상품_데일리지] 슬림진_SPTJA23C17,M
76,76.5,54.5,32.2,95.5,1912875322,SPAO,39900,5,37900,[국민상품_데일리지] 9부 슬림진_SPTJA23C12,M
78,79.0,56.0,32.8,96.0,1912875322,SPAO,39900,5,37900,[국민상품_데일리지] 9부 슬림진_SPTJA23C13,M
80,81.5,57.5,33.4,96.5,1912875322,SPAO,39900,5,37900,[국민상품_데일리지] 9부 슬림진_SPTJA23C14,M
82,84.0,59.0,34.0,97.0,1912875322,SPAO,39900,5,37900,[국민상품_데일리지] 9부 슬림진_SPTJA23C15,M
84,86.5,60.5,34.6,97.5,1912875322,SPAO,39900,5,37900,[국민상품_데일리지] 9부 슬림진_SPTJA23C16,M
86,89.0,62.0,35.2,98.0,1912875322,SPAO,39900,5,37900,[국민상품_데일리지] 9부 슬림진_SPTJA23C17,M
90,94.0,65.0,36.4,99.0,1912875322,SPAO,39900,5,37900,[국민상품_데일리지] 9부 슬림진_SPTJA23C18,M
76,76.5,58.0,34.2,100.0,1912875323,SPAO,39900,10,35910,[무료배송][국민상품_데일리지] 테이퍼드진_SPTJA23C21,M
78,79.0,59.5,34.8,100.5,1912875323,SPAO,39900,10,35910,[무료배송][국민상품_데일리지] 테이퍼드진_SPTJA23C22,M
80,81.5,61.0,35.4,101.0,1912875323,SPAO,39900,10,35910,[무료배송][국민상품_데일리지] 테이퍼드진_SPTJA23C23,M
82,84.0,62.5,36.0,101.5,1912875323,SPAO,39900,10,35910,[무료배송][국민상품_데일리지] 테이퍼드진_SPTJA23C24,M
84,86.5,64.0,36.6,102.0,1912875323,SPAO,39900,10,35910,[무료배송][국민상품_데일리지] 테이퍼드진_SPTJA23C25,M
86,89.0,65.5,37.2,102.5,1912875323,SPAO,39900,10,35910,[무료배송][국민상품_데일리지] 테이퍼드진_SPTJA23C26,M
90,94.0,68.5,38.4,103.5,1912875323,SPAO,39900,10,35910,[무료배송][국민상품_데일리지] 테이퍼드진_SPTJA23C27,M
78,81.0,62.0,34.8,101.0,2001019885,SPAO,39900,0,39900,릴렉스핏 카고 팬츠_SPTCA12C92,M
82,86.0,65.0,35.4,102.0,2001019885,SPAO,39900,0,39900,릴렉스핏 카고 팬츠_SPTCA12C93,M
86,91.0,68.0,36.0,103.0,2001019885,SPAO,39900,0,39900,릴렉스핏 카고 팬츠_SPTCA12C94,M
90,96.0,71.0,36.6,104.0,2001019885,SPAO,39900,0,39900,릴렉스핏 카고 팬츠_SPTCA12C95,M
78,81.0,62.0,34.8,101.0,2001019884,SPAO,39900,0,39900,카고 조거 팬츠_SPTCA12C91,M
82,86.0,65.0,35.4,102.0,2001019884,SPAO,39900,0,39900,카고 조거 팬츠_SPTCA12C91,M
86,91.0,68.0,36.0,103.0,2001019884,SPAO,39900,0,39900,카고 조거 팬츠_SPTCA12C91,M
90,96.0,71.0,36.6,104.0,2001019884,SPAO,39900,0,39900,카고 조거 팬츠_SPTCA12C91,M
74,77,63.8,41.4,90,1904422901,SPAO,39900,0,39900,[쿨테크] W쿨 린넨라이크 슬랙스(9부 와이드)_SPTA925M13,M
78,81.0,65.4,42.2,90.5,1904422901,SPAO,39900,0,39900,[쿨테크] W쿨 린넨라이크 슬랙스(9부 와이드)_SPTA925M14,M
82,85.0,67.0,43,91,1904422901,SPAO,39900,0,39900,[쿨테크] W쿨 린넨라이크 슬랙스(9부 와이드)_SPTA925M15,M
86,89.0,68.6,43.8,91.5,1904422901,SPAO,39900,0,39900,[쿨테크] W쿨 린넨라이크 슬랙스(9부 와이드)_SPTA925M16,M
90,93.0,70.2,44.6,92,1904422901,SPAO,39900,0,39900,[쿨테크] W쿨 린넨라이크 슬랙스(9부 와이드)_SPTA925M17,M
74,77,60.8,36.4,95,1901234348,SPAO,49900,20,39900,글렌체크 셋업 팬츠_SPTC912M22,M
78,81.0,62.4,37.2,95.5,1901234348,SPAO,49900,20,39900,글렌체크 셋업 팬츠_SPTC912M23,M
82,85.0,64.0,38.0,96,1901234348,SPAO,49900,20,39900,글렌체크 셋업 팬츠_SPTC912M24,M
86,89.0,65.6,38.8,96.5,1901234348,SPAO,49900,20,39900,글렌체크 셋업 팬츠_SPTC912M25,M
90,93.0,67.2,39.6,97,1901234348,SPAO,49900,20,39900,글렌체크 셋업 팬츠_SPTC912M26,M
74,76,60.8,32.4,89.5,1901198748,SPAO,39900,50,19900,슬림 슬랙스(10부 히든밴딩)_SPTA911M01,M
78,80.0,62.4,33.2,90,1901198748,SPAO,39900,50,19900,슬림 슬랙스(10부 히든밴딩)_SPTA911M02,M
82,84.0,64.0,34,90.5,1901198748,SPAO,39900,50,19900,슬림 슬랙스(10부 히든밴딩)_SPTA911M03,M
86,88.0,65.6,34.8,91,1901198748,SPAO,39900,50,19900,슬림 슬랙스(10부 히든밴딩)_SPTA911M04,M
90,92.0,67.2,35.6,91.5,1901198748,SPAO,39900,50,19900,슬림 슬랙스(10부 히든밴딩)_SPTA911M05,M
74,77.0,61.8,34.4,97,1811136273,SPAO,39900,25,29900,테이퍼드 기모 슬랙스_SPTA911M92,M
78,81.0,63.4,35.2,97.5,1811136273,SPAO,39900,25,29900,테이퍼드 기모 슬랙스_SPTA911M93,M
82,85.0,65.0,36,98,1811136273,SPAO,39900,25,29900,테이퍼드 기모 슬랙스_SPTA911M94,M
86,89.0,66.6,36.8,98.5,1811136273,SPAO,39900,25,29900,테이퍼드 기모 슬랙스_SPTA911M95,M
90,93.0,68.2,37.6,99,1811136273,SPAO,39900,25,29900,테이퍼드 기모 슬랙스_SPTA911M96,M
74,76,60.8,41.4,104,1811096979,SPAO,39900,50,19900,(QR)스트레이트 와이드 롱 슬랙스_SPTA84VM94,M
78,80.0,62.4,42.2,104.5,1811096979,SPAO,39900,50,19900,(QR)스트레이트 와이드 롱 슬랙스_SPTA84VM95,M
82,84.0,64.0,43,105,1811096979,SPAO,39900,50,19900,(QR)스트레이트 와이드 롱 슬랙스_SPTA84VM96,M
86,88.0,65.6,43.8,105.5,1811096979,SPAO,39900,50,19900,(QR)스트레이트 와이드 롱 슬랙스_SPTA84VM97,M
90,92.0,67.2,44.6,106,1811096979,SPAO,39900,50,19900,(QR)스트레이트 와이드 롱 슬랙스_SPTA84VM98,M
74,77,60.8,36.4,98,1708323057,SPAO,59900,53,27900,어썸 수트(윈도우패인)_하의 SPST749M03,M
78,81,62.4,37.2,104,1708323057,SPAO,59900,53,27900,어썸 수트(윈도우패인)_하의 SPST749M04,M
82,85,64,38,106,1708323057,SPAO,59900,53,27900,어썸 수트(윈도우패인)_하의 SPST749M05,M
86,89,65.6,38.8,110,1708323057,SPAO,59900,53,27900,어썸 수트(윈도우패인)_하의 SPST749M06,M
90,93,67.2,39.6,114,1708323057,SPAO,59900,53,27900,어썸 수트(윈도우패인)_하의 SPST749M07,M
74,77,60.8,18.2,105.3,1708321043,SPAO,59900,53,27900,퍼스트 수트_하의 SPST749M01,M
78,81,62.4,18.6,105.9,1708321043,SPAO,59900,53,27900,퍼스트 수트_하의 SPST749M02,M
82,85,64,19,106.5,1708321043,SPAO,59900,53,27900,퍼스트 수트_하의 SPST749M03,M
86,89,65.6,19.4,107.1,1708321043,SPAO,59900,53,27900,퍼스트 수트_하의 SPST749M04,M
90,93,67.5,19.8,107.7,1708321043,SPAO,59900,53,27900,퍼스트 수트_하의 SPST749M05,M
